"features.fid"	"feature_types.time_units.start_date"	"feature_types.time_units.end_date"	"feature_types.time_units.start_date.certainty_id"	"feature_types.time_units.end_date.certainty_id"	"feature_types.id"	"feature_types.info_source.code"	"feature_relations.related_feature.fid"	"perspectives.code"	"feature_relations.type.code"	"1.feature_names.name"	"1.languages.name"	"1.writing_systems.name"	"1.feature_names.info_source.code"	"2.feature_names.name"	"2.languages.name"	"2.writing_systems.name"	"2.feature_name_relations.parent_node"	"2.feature_name_relations.is_orthographic"	"2.orthographic_systems.code"	"3.feature_names.name"	"3.languages.name"	"3.writing_systems.name"	"3.feature_name_relations.parent_node"	"3.feature_name_relations.is_phonetic"	"3.phonetic_systems.name"	"4.feature_names.name"	"4.languages.name"	"4.writing_systems.name"
8162	"654-744"	"842-866"	3	3	4500	"Chos1564"	8154	"pol.admin.hier"	"is.administered.by"	"ཅོག་ལ་"	"Tibetan"	"Tibetan script"	"Chos1564"	"cog la"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Chokla"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"			
8163	"654-744"	"842-866"	3	3	4500	"Chos1564"	8154	"pol.admin.hier"	"is.administered.by"	"སྤྱི་གཙང་"	"Tibetan"	"Tibetan script"	"Chos1564"	"spyi gtsang"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Chitsang"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"			
8164	"654-744"	"842-866"	3	3	4500	"Chos1564"	8154	"pol.admin.hier"	"is.administered.by"	"ཡར་གཙང་"	"Tibetan"	"Tibetan script"	"Chos1564"	"yar gtsang"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Yartsang"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"			
8165	"654-744"	"842-866"	3	3	4500	"Chos1564"	8154	"pol.admin.hier"	"is.administered.by"	"ཅི་དི"	"Tibetan"	"Tibetan script"	"Chos1564"	"ci di"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Chidi"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"			
8166	"654-744"	"842-866"	3	3	4500	"Chos1564"	8152	"pol.admin.hier"	"is.administered.by"	"རྩེ་མཐོན་"	"Tibetan"	"Tibetan script"	"Chos1564"	"rtse mthon"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Tsetön"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"			
8156	"654-744"	"842-866"	3	3	4500	"Chos1564"	8152	"pol.admin.hier"	"is.administered.by"	"པོ་མཐོན་"	"Tibetan"	"Tibetan script"	"Chos1564"	"po mthon"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Potön"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"			
8157	"654-744"	"842-866"	3	3	4500	"Chos1564"	8152	"pol.admin.hier"	"is.administered.by"	"རྒོད་ཚང་སྟོད་"	"Tibetan"	"Tibetan script"	"Chos1564"	"rgod tshang stod"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Götsangtö"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"			
8158	"654-744"	"842-866"	3	3	4500	"Chos1564"	8152	"pol.admin.hier"	"is.administered.by"	"རྒོད་ཚང་སྨད་"	"Tibetan"	"Tibetan script"	"Chos1564"	"rgod tshang smad"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Götsangmé"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"			
8159	"654-744"	"842-866"	3	3	4500	"Chos1564"	8152	"pol.admin.hier"	"is.administered.by"	"ཇོང་སྟོད་"	"Tibetan"	"Tibetan script"	"Chos1564"	"jong stod"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Jongtö"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"			
8160	"654-744"	"842-866"	3	3	4500	"Chos1564"	8152	"pol.admin.hier"	"is.administered.by"	"ཇོང་སྨད་"	"Tibetan"	"Tibetan script"	"Chos1564"	"jong smad"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Jongmé"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"			
8161	"654-744"	"842-866"	3	3	4500	"Chos1564"	8152	"pol.admin.hier"	"is.administered.by"	"དྲེ་སྟོད་"	"Tibetan"	"Tibetan script"	"Chos1564"	"dre stod"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Dretö"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"			
8162	"654-744"	"842-866"	3	3	4500	"Chos1564"	8152	"pol.admin.hier"	"is.administered.by"	"དྲེ་སྨད་"	"Tibetan"	"Tibetan script"	"Chos1564"	"dre smad"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Dremé"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"			
8163	"654-744"	"842-866"	3	3	4500	"Chos1564"	8152	"pol.admin.hier"	"is.administered.by"	"ཁ་རོ་"	"Tibetan"	"Tibetan script"	"Chos1564"	"kha ro"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Kharo"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"			
8164	"654-744"	"842-866"	3	3	4500	"Chos1564"	8152	"pol.admin.hier"	"is.administered.by"	"ཁ་ཟངས་"	"Tibetan"	"Tibetan script"	"Chos1564"	"kha zangs"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Khazang"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"			
8165	"654-744"	"842-866"	3	3	4500	"Chos1564"	8152	"pol.admin.hier"	"is.administered.by"	"ནགས་ཤོད"	"Tibetan"	"Tibetan script"	"Chos1564"	"nags shod"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Nakshö"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"			
